이력ID,노선ID,정류소ID,노선명,정류소명
1000001812,232000001,219000367,88(일산),농수산물센터
1000001812,232000001,219000450,88(일산),고양종합운동장
1000001812,232000001,219000366,88(일산),대화역
1000001812,232000001,219000365,88(일산),일산서구청
1000001812,232000001,219000364,88(일산),문촌마을
1000001812,232000001,219000363,88(일산),주엽역
1000001812,232000001,219000362,88(일산),주엽초교
1000001812,232000001,219000361,88(일산),승리교회
1000001812,232000001,219000360,88(일산),호수공원
1000001812,232000001,219000359,88(일산),호수공원육교
1000001812,232000001,219000358,88(일산),미관광장
1000001812,232000001,219000357,88(일산),롯데백화점
1000001812,232000001,219000356,88(일산),일산동구청
1000001812,232000001,219000370,88(일산),마두역
1000001812,232000001,219000217,88(일산),이마트
1000001812,232000001,219000216,88(일산),호수초교앞
1000001812,232000001,219000215,88(일산),호수13블록
1000001812,232000001,219000214,88(일산),백신고교
1000001812,232000001,219000164,88(일산),백석중학교
1000001812,232000001,219000213,88(일산),흰돌5단지
1000001812,232000001,219000446,88(일산),백석전철역
1000001812,232000001,219000211,88(일산),일산공원
1000000000,229000045,229001019,301,갈곡리종점
1000000000,229000045,229000226,301,갈곡다리앞
1000001416,222000055,222000849,66,부영아파트2단지후문
1000001416,222000055,222000852,66,도농복지회관
1000001416,222000055,222000886,66,빙그레앞
1000001416,222000055,222000887,66,남양아파트
1000001416,222000055,222000989,66,롯데아파트
1000001495,234000033,221000085,11-1,구리여자중.고등학교
1000001495,234000033,221000114,11-1,수평사거리.우림아파트
1000001495,234000033,221000113,11-1,밀알교회
1000001495,234000033,221000112,11-1,럭키아파트.장중환산부인과
1000001495,234000033,221000111,11-1,수택3동사무소.농협.국민은행
1000001495,234000033,221000110,11-1,하나아파트.대림한숲아파트
1000001495,234000033,221000109,11-1,구리A.우성A.한양A
1000001495,234000033,221000174,11-1,교문아파트
1000001495,234000033,221000080,11-1,백문초등학교.교문중학교.동양아파트
1000001495,234000033,221000141,11-1,구리경찰서.금호아파트
1000001495,234000033,221000140,11-1,한다리마을
1000002017,217000006,224000527,61,검바위
1000002017,217000006,224000526,61,복음자리
1000002017,217000006,224000525,61,신천사거리
1000002017,217000006,224000524,61,삼미시장
1000002017,217000006,224000557,61,신천삼거리
1000002017,217000006,224000556,61,구시청.시흥문화원.시흥보건소
1000002017,217000006,224000555,61,한국가스안전공사.대야초교입구
1000002017,217000006,224000554,61,하대야동
1000002017,217000006,224000553,61,상대야동
1000002017,217000006,224000552,61,변전소.부천시흥시계
1000002017,217000006,211000129,61,어머니도시락
1000002017,217000006,211000023,61,진영상고.현대물파스
1000002017,217000006,211000022,61,소사본1동사무소
1000002017,217000006,211000021,61,부원초등학교
1000002017,217000006,211000020,61,세종병원
1000002017,217000006,211000105,61,소명지하차도입구.구세무서
1000002017,217000006,211000112,61,부천남부역E마트.부천남부역
1000002017,217000006,211000104,61,부천남부역
1000002018,217000001,210000336,1,홈플러스
1000002018,217000001,210000381,1,하얀마을
1000002018,217000001,210000062,1,복사골문화센타
1000002018,217000001,210000285,1,반달마을입구
1000002018,217000001,210000224,1,송내역
1000002018,217000001,210000283,1,솔안공원.새하늘교회
1000002018,217000001,210000259,1,중동역.부천여고.상동시장
1000002018,217000001,210000368,1,중동주공A
1000002018,217000001,210000367,1,시민회관
1000000000,231000101,231000122,7-6,신기
1000000000,231000101,231000690,7-6,형제주유소
1000000000,231000101,231001206,7-6,금호어울림아파트입구
1000000000,231000101,231001205,7-6,금호어울림2단지
1000000000,231000101,231001203,7-6,한국폴리텍여자대학앞
1000000000,231000101,231001201,7-6,금호어울림1단지
1000000000,231000101,231001212,7-6,금호어울림아파트
1000000000,231000101,231001213,7-6,공도중학교
1000000000,231000101,231001075,7-6,공도터미널
1000001495,234000033,221000089,11-1,남양시장.교문정형외과
1000001495,234000033,221000057,11-1,대림한숲아파트
1000001495,234000033,221000101,11-1,수택3동사무소.농협.국민은행
1000001495,234000033,221000100,11-1,럭키아파트.장중환산부인과
1000001495,234000033,221000099,11-1,밀알교회
1000001495,234000033,221000098,11-1,수평사거리.우림아파트
1000001495,234000033,221000073,11-1,구리여중고교.SK.신일아파트
1000001495,234000033,221000072,11-1,검배사거리.인덕약국
1000001495,234000033,221000071,11-1,구보건소.양지목욕탕
1000001495,234000033,221000070,11-1,수택동축협.우리병원
1000001495,234000033,221000069,11-1,남양시장.교문정형외과
1000001495,234000033,221000189,11-1,구리시장
1000001495,234000033,221000187,11-1,새마을금고
1000001495,234000033,221000185,11-1,세무사사거리
1000001495,234000033,221000224,11-1,한국전력.남양주세무서
1000001495,234000033,221000195,11-1,삼육중고교
1000001495,234000033,221000019,11-1,교문사거리.구리한양대병원후문
1000001495,234000033,221000018,11-1,인창동사무소.대림아파트.성림스포츠센터
1000001495,234000033,221000017,11-1,일신건영아파트.배탈고개
1000001495,234000033,221000024,11-1,현대아파트.최촌마을
1000001495,234000033,221000097,11-1,동구동사무소
1000001495,234000033,221000016,11-1,동구릉입구
1000001495,234000033,221000015,11-1,시립동구어린이집
1000001495,234000033,221000014,11-1,한진그랑빌아파트.인창어울림아파트
1000001495,234000033,221000013,11-1,샛말
1000001495,234000033,221000096,11-1,돌무들
1000001495,234000033,221000012,11-1,구리시립묘지
1000001495,234000033,221000011,11-1,사노리안마을
1000001495,234000033,221000010,11-1,두레물골.언제마을
1000001495,234000033,221000095,11-1,양지마을
1000001495,234000033,221000156,11-1,협동마을
1000001495,234000033,221000155,11-1,담터
1000001495,234000033,221000154,11-1,갈매동사무소
1000001495,234000033,221000153,11-1,갈매농협.갈매초등학교
1000001495,234000033,221000152,11-1,보현사
1000001812,232000001,219000210,88(일산),테크노타운
1000001812,232000001,219000209,88(일산),백송.선경아파트
1000001812,232000001,219000208,88(일산),백마한양아파트
1000001812,232000001,219000207,88(일산),마두1동사무소
1000001812,232000001,219000206,88(일산),백마벽산아파트
1000001812,232000001,219000205,88(일산),정발고등학교
1000001812,232000001,219000204,88(일산),국립암센터
1000001812,232000001,219000203,88(일산),초가집
1000001812,232000001,219000202,88(일산),정발산동사무소
1000001812,232000001,219000201,88(일산),밤가시마을
1000001812,232000001,219000200,88(일산),일산3동주민센터
1000001812,232000001,219000199,88(일산),한양아파트.후곡롯데아파트
1000001812,232000001,219000198,88(일산),후곳동부아파트
1000001812,232000001,219000197,88(일산),성저13단지
1000001812,232000001,219000196,88(일산),성저공원
1000001812,232000001,219000195,88(일산),대진고등학교
1000001812,232000001,219000194,88(일산),장성초등학교
1000001812,232000001,219000193,88(일산),대화역
1000001812,232000001,219000367,88(일산),농수산물센터
1000001812,232000001,219000450,88(일산),고양종합운동장
1000001453,234000315,228001064,9001,광명샤인빌앞
1000001453,234000315,228001063,9001,동부A.내대지마을5단지
1000001453,234000315,228001062,9001,한국정보사회진흥원
1000001453,234000315,228001060,9001,내대지마을2단지.대지산공원
1000001471,222000014,222000132,7-3,신광마을입구
1000001453,234000315,228001059,9001,산내들현대A.도담아이파크
1000001453,234000315,228001058,9001,롯데A.대일초교앞
1000001453,234000315,228001057,9001,금강프라자
1000001453,234000315,228001056,9001,한신A.길훈A
1000001453,234000315,228001086,9001,동성2차A
1000001453,234000315,228001085,9001,동성1차A
1000001453,234000315,228001084,9001,대현초등학교
1000001453,234000315,206000251,9001,농수산물유통센터
1000001453,234000315,206000405,9001,성우스타우스앞.오리역.낙생농협
1000001453,234000315,206000334,9001,LG아파트.무지개마을4거리.신한A
1000001453,234000315,206000333,9001,무지개마을4거리.주공4단지.건영A
1000001453,234000315,206000332,9001,하얀마을.삼성빌라.벽산빌라
1000001453,234000315,206000331,9001,오리초등학교
1000001453,234000315,206000330,9001,미금초등학교
1000001453,234000315,206000329,9001,롯데A상가.까치마을.대우A.신원A
1000001453,234000315,206000328,9001,까치마을.대원사거리
1000001453,234000315,206000327,9001,한국가스공사.한국토지공사
1000001453,234000315,206000248,9001,정자3동사무소.이마트.동아한진A
1000001453,234000315,206000247,9001,정든마을.우성A
1000001453,234000315,206000246,9001,한솔마을.LGA
1000001453,234000315,206000245,9001,푸른마을.그래드프라자
1000001453,234000315,206000321,9001,중앙공원.샛별마을.우방A
1000001453,234000315,206000320,9001,중앙공원.샛별마을.라이프A
1000001453,234000315,206000319,9001,동아우성A.효자촌.시범단지
1000001453,234000315,206000318,9001,서현중학교
1000001453,234000315,206000317,9001,새마을연수원.시범단지
1000001453,234000315,206000316,9001,이매한촌한신A.재생프라자.서현혁
1000001453,234000315,101000005,9001,롯데백화점.명동입구
1000001453,234000315,206000239,9001,이매촌한신A.제생병원.서현역.삼성프라자
1000001453,234000315,206000238,9001,시범단지.새마을연수원
1000001453,234000315,206000237,9001,서현중학교
1000001453,234000315,206000186,9001,동아우성A.효자촌.시범단지
1000001453,234000315,206000185,9001,중앙공원.샛별마을.라이프A
1000001453,234000315,206000184,9001,중앙공원.샛별마을.우성A
1000001453,234000315,206000244,9001,푸른마을.금산프라자
1000001453,234000315,206000243,9001,한솔초등학교.주공5단지
1000001453,234000315,206000242,9001,정든마을.신화A
1000001453,234000315,206000223,9001,정든마을.이마트
1000001453,234000315,206000178,9001,한국가스공사.한국토지공사
1000001453,234000315,206000399,9001,청솔마을.주공10단지.동아A
1000001453,234000315,206000176,9001,신원A상가.까치마을
1000001453,234000315,206000175,9001,미금초등학교
1000001495,234000033,221000139,11-1,아천동.아치울마을
1000001495,234000033,221000009,11-1,동사골.LG운동장
1000001495,234000033,221000008,11-1,우미내검문소
1000001495,234000033,124000042,11-1,둔촌프라자아파트.GS자이아파트.신동아아파트
1000001495,234000033,221000036,11-1,우미내검문소
1000001495,234000033,221000007,11-1,동사골.LG운동장
1000001495,234000033,221000006,11-1,아치울마을
1000001495,234000033,221000005,11-1,한다리마을
1000001471,222000014,110000044,7-3,서울여대앞
1000001471,222000014,110000046,7-3,태릉국제사격장입구
1000001471,222000014,110000048,7-3,태릉
1000001471,222000014,110000050,7-3,태릉선수촌
1000001471,222000014,110000054,7-3,삼육대학교
1000002577,210000042,114000292,59,신월3동파출소
1000002577,210000042,114000233,59,국민은행신월동지점
1000002577,210000042,114000232,59,농협
1000002577,210000042,115000102,59,제일병원
1000002577,210000042,114000397,59,기아부품
1000002577,210000042,114000237,59,농협
1000002577,210000042,114000401,59,신월사거리
1000001472,222000015,110000056,73,담터고개
1000001472,222000015,110000055,73,삼육대학교
1000001472,222000015,110000053,73,국민체력센타
1000001472,222000015,110000051,73,태릉선수촌
1000001472,222000015,110000049,73,태릉
1000001495,234000033,221000079,11-1,금호아파트.구리경찰서
1000001495,234000033,221000078,11-1,동양아파트.장자중학교
1000001495,234000033,221000102,11-1,LG원앙아파트.한성아파트
1000000000,231000005,214000838,370,평택터미널
1000000000,231000005,214000595,370,버스터미널앞
1000000000,231000005,214000835,370,굿모님병원(맞은편)
1000000000,231000005,214000741,370,대동자동차학원
1000000000,231000005,214000740,370,평택대학교
1000000000,231000005,231000544,370,우림청설아파트
1000000000,231000005,231000242,370,진사리(양진)
1000000000,231000005,231000540,370,삼천리가스
1000000000,231000005,231000543,370,쌍용출고장
1000000000,231000005,231000241,370,진등
1000000000,231000005,231000240,370,주은.풍림아파트
1000000000,231000005,231000239,370,공도정류장
1000000000,231000005,231001218,370,공도중학교
1000000000,231000005,231001233,370,금호어울림아파트
1000000000,231000005,231000237,370,만가대
1000000000,231000005,231000236,370,문기
1000000000,231000005,231000235,370,롯데마트
1000000000,231000005,231000234,370,대림동산
1000000000,231000005,231000233,370,구문
1000000000,231000005,231000232,370,내리
1000000000,231000005,231000254,370,중앙대정문
1000000000,231000005,231000317,370,대덕면사무소
1000000000,231000005,231000316,370,안성제1공단
1000000000,231000005,231000315,370,옥산주공앞
1000000000,231000005,231000314,370,안성의료원
1000000000,231000005,231000313,370,구경찰서
1000000000,231000005,231000312,370,한경대
1000000000,231000005,231000302,370,고속터미널
1000000000,231000005,231000301,370,광신시장입구
1000000000,231000005,231000300,370,영동
1000000000,231000005,231000299,370,안성전화국
1000001453,234000315,206000174,9001,오리초등학교
1000001453,234000315,206000173,9001,하얀마을.삼성빌라.벽산빌라
1000001453,234000315,206000172,9001,무지개마을4거리.주공7단지.건영A
1000001453,234000315,206000171,9001,신한A
1000001453,234000315,206000241,9001,벽산A.농수산물유통센터.농협하나로클럽
1000001472,222000015,110000047,73,태릉국제사격장입구
1000001472,222000015,110000045,73,서울여대앞
1000001472,222000015,110000043,73,육사입구
1000001472,222000015,110000041,73,공릉동입구
1000001472,222000015,110000039,73,화랑대역
1000001472,222000015,110000013,73,태릉입구
1000001472,222000015,110000016,73,북부지방법원
1000001472,222000015,110000005,73,태릉입구역
1000001472,222000015,110000212,73,월계3동한진그랑빌아파트
1000001472,222000015,110000184,73,석계역(6호선)
1000001472,222000015,110000649,73,석계역(1호선)
1000001453,234000315,228001143,9001,대현적전중고교
1000001453,234000315,228001141,9001,동성1.2차A.신세계
1000001453,234000315,228001027,9001,한신A.길훈A
1000001453,234000315,228001026,9001,대지초등학교
1000001453,234000315,228001025,9001,대일초교.롯데A
1000000000,231000099,231000262,50-9,대천동(공판장앞)
1000000000,231000099,231000333,50-9,금산교차로
1000000000,231000099,231000033,50-9,수정연립
1000000000,231000099,231000032,50-9,당왕사거리
1000000000,231000099,231000031,50-9,반석주유소
1000000000,231000099,231000030,50-9,금석
1000000000,231000099,231000029,50-9,동남아파트
1000000000,231000099,231000028,50-9,사곡동
1000000000,231000099,231000027,50-9,사곡
1000000000,231000099,231000802,50-9,굴암사입구
1000000000,231000099,231000026,50-9,진현리
1000000000,231000099,231000025,50-9,진현리(양잠)
1000000000,231000099,231001108,50-9,토현리
1000000000,231000099,231000806,50-9,대갈리하갈입구
1000000000,231000099,231000023,50-9,대갈리
1000000000,231000099,231000022,50-9,평촌
1000000000,231000099,231000021,50-9,신창리마을
1000000000,231000099,231000832,50-9,고삼가유리
1000000000,231000099,231000381,50-9,신가
1000000000,231000099,231001234,50-9,하가
1000000000,231000099,231001236,50-9,신안성CC기숙사
1000000000,231000099,231000834,50-9,신안CC
1000000000,231000099,231000836,50-9,노곡낚시터
1000000000,231000099,231000380,50-9,염티
1000000000,231000099,231000838,50-9,노곡삼거리
1000000000,231000099,231000377,50-9,미산3리
1000000000,231000099,231000376,50-9,미산2리
1000000000,231000099,231001109,50-9,실버타운
1000000000,231000099,231000738,50-9,미리내실버타운
1000000000,231000099,231001056,50-9,미리내전통테마마을
1000000000,231000099,231000375,50-9,미리내종점
1000000000,231000099,231001057,50-9,미리내전통테마마을
1000000000,231000099,231000739,50-9,미리내실버타운
1000000000,231000099,231001110,50-9,인선요양병원
1000000000,231000099,231000373,50-9,미산2리
1000000000,231000099,231000372,50-9,미산3리
1000000000,231000099,231000839,50-9,노곡삼거리
1000000000,231000099,231000383,50-9,염티
1000000000,231000099,231000837,50-9,노곡낚시터
1000000000,231000099,231000835,50-9,신안CC
1000000000,231000099,231001237,50-9,신안성CC기숙사)
1000000000,231000099,231001235,50-9,하가
1000000000,231000099,231000382,50-9,신가
1000000000,231000099,231000833,50-9,고삼가유리
1000000000,231000099,231000046,50-9,신창리마을
1000000000,231000099,231000045,50-9,평촌
1000000000,231000099,231000044,50-9,대갈리
1000000000,231000099,231000807,50-9,대갈리하갈입구
1000000000,231000099,231000043,50-9,토현리
1000000000,231000099,231000042,50-9,진현리(양잠)
1000000000,231000099,231000041,50-9,진현리
1000000000,231000099,231000803,50-9,굴암사입구
1000000000,231000099,231000040,50-9,사곡
1000000000,231000099,231000039,50-9,사곡동
1000000000,231000099,231000038,50-9,동남아파트
1000000048,222000048,222000359,166-1,삼패동삼거리.평구마을
1000002007,219000014,112000016,77,이대후문
1000001471,222000014,222001075,7-3,쌍용아파트.삭다니입구
1000000000,222000004,222000473,202,청구아파트
1000000000,222000004,222000472,202,극동.성호아파트
1000000000,222000004,222000471,202,서일대교육원.양지1리회관
1000000000,222000004,222000977,202,양지편마을입구
1000000000,222000004,222000644,202,양지마을입구
1000000000,222000004,222000645,202,양지아파트
1000000000,222000004,222000919,202,차고지
1000002577,210000042,210000335,59,부천터미널소풍
1000002577,210000042,210000166,59,현대백화점.경기예술고교
1000002577,210000042,210000165,59,부천시청
1000002577,210000042,210000218,59,신시청앞
1000002577,210000042,210000164,59,GS백화점
1000002577,210000042,210000168,59,신흥로
1000002577,210000042,210000037,59,부청세무서
1000002577,210000042,210000371,59,나성빌딩
1000002577,210000042,210000370,59,지영정밀
1000002577,210000042,210000369,59,농협신흥지점
1000002577,210000042,210000374,59,약대사거리
1000002577,210000042,210000373,59,농협도당동지점
1000002577,210000042,210000372,59,도당사거리
1000002577,210000042,210000376,59,북중학교
1000002577,210000042,210000393,59,현대자동차앞
1000002577,210000042,210000394,59,도당교
1000002577,210000042,212000118,59,영화아파트앞
1000002577,210000042,212000148,59,성지아파트
1000002577,210000042,212000147,59,원종2동사무소
1000002577,210000042,212000312,59,복지회관
1000002174,200000143,200000001,13-3,하광교느티나무
1000002174,200000143,200000176,13-3,용머리
1000002174,200000143,200000175,13-3,용머리다리앞
1000002174,200000143,200000174,13-3,상광교신다리
1000002174,200000143,200000173,13-3,상광교마을회관
1000002174,200000143,200000172,13-3,새마을주택앞
1000002174,200000143,200000171,13-3,상광교종점
1000002301,228000179,123000054,1001,문정역
1000002301,228000179,206000239,1001,이매촌한신
1000002301,228000179,206000238,1001,새마을연수원입구
1000002301,228000179,206000237,1001,서현중학교
1000002301,228000179,206000186,1001,우성프라자
1000002301,228000179,206000185,1001,중앙공원
1000002301,228000179,206000184,1001,중앙공원
1000002301,228000179,206000183,1001,파크타운(양지마을앞)
1000002301,228000179,206000182,1001,주공7단지
1000002301,228000179,206000181,1001,정자동주민센터
1000002301,228000179,206000180,1001,한솔프라자
1000002301,228000179,206000179,1001,계원예술고교.한국통신
1000002301,228000179,206000043,1001,이마트
1000002301,228000179,206000178,1001,한국가스공사
1000002301,228000179,206000177,1001,대원사거리.청솔주공4단지
1000001674,223000051,214000002,7-7,우림아파트
1000000000,222000004,222000290,202,법골
1000000000,222000004,222000124,202,먹골
1000000000,222000004,222000495,202,사능역.진건지구대
1000000000,222000004,222000494,202,진건중학교.진건농협
1000000000,222000004,222000493,202,용정사거리.진건읍사무소.진건초등학교
1000000000,222000004,222000492,202,한신.세아아파트
1000000000,222000004,222000491,202,지세마을
1000000000,222000004,222000490,202,별마을
1000000000,222000004,222000641,202,훈련장입구
1000000000,222000004,222000489,202,교통안전공단.하독정리입구
1000000000,222000004,222000642,202,노인복지회관
1000000000,222000004,222000488,202,진건고등학교.경남빌라
1000000000,222000004,222000643,202,독정리
1000000000,222000004,222000487,202,금호아파트.남양주장례식장
1000002577,210000042,212000246,59,시계지점
1000002577,210000042,212000244,59,시계지점
1000002577,210000042,212100002,59,삼거리
1000002577,210000042,212100030,59,동원아파트
1000002577,210000042,212000240,59,수주초등학교
1000002577,210000042,212000092,59,고강1동사무소
1000002577,210000042,212000091,59,대성연립앞
1000002577,210000042,212000090,59,성진맨션
1000002577,210000042,212000089,59,옥일아파트
1000002577,210000042,212000143,59,오건아파트
1000002577,210000042,212000237,59,삼경아파트
1000002577,210000042,212000238,59,주공아파트
1000002577,210000042,212000239,59,원종고등학교
1000002301,228000179,228001328,1001,동부아파트
1000002577,210000042,212000140,59,상가앞
1000002577,210000042,212000146,59,동산빌리지
1000002577,210000042,210000395,59,도당교
1000002577,210000042,212000186,59,도담오공원
1000002577,210000042,212000138,59,북중학교
1000002577,210000042,212000005,59,도당사거리
1000002577,210000042,212000004,59,농협도당동지점
1000002577,210000042,210000338,59,약대동회앞
1000002577,210000042,210000296,59,손가면옥
1000002577,210000042,210000295,59,부천세무서
1000002577,210000042,210000105,59,중흥중학교
1000002577,210000042,210000163,59,홈에버
1000002577,210000042,210000158,59,은하쌍용아파트
1000002577,210000042,210000290,59,부천시청.중동프라자앞
1000002577,210000042,210000525,59,중동전화국
1000002577,210000042,210000335,59,부천터미널소풍
1000002053,215000012,235000854,53-1,휴먼시아주공7단지
1000002053,215000012,235000906,53-1,휴먼시아
1000002053,215000012,235000063,53-1,회천초교.주공4단지
1000002053,215000012,235000062,53-1,주공3단지
1000002053,215000012,235000061,53-1,주공2단지
1000002053,215000012,235000073,53-1,주공1단지
1000002053,215000012,235000072,53-1,주공5단지
1000002053,215000012,235000134,53-1,썬마트앞
1000002053,215000012,235000133,53-1,덕정역
1000002053,215000012,235000814,53-1,진흥마트
1000001472,222000015,222000938,73,현대.금강아파트
1000001472,222000015,222000551,73,신우아파트
1000001472,222000015,222000550,73,정광아파트
1000001472,222000015,222000549,73,진접읍사무소
1000001472,222000015,222000530,73,금곡리입구.신동아아파트
1000001472,222000015,222000633,73,청화빌라
1000001471,222000014,222000642,7-3,노인복지회관
1000001757,228000238,228000305,20,초부리
1000001757,228000238,228000304,20,갈담리
1000001757,228000238,228000303,20,모현면(갈담리)
1000001757,228000238,228000302,20,왕곡마을
1000001757,228000238,228000301,20,모현면(왕산초등학교)
1000001757,228000238,228000300,20,모현면
1000001757,228000238,228000299,20,왕산4리
1000001757,228000238,228000298,20,장전평앞
1000001757,228000238,228000297,20,모산마을
1000001757,228000238,228000296,20,독산
1000001757,228000238,234000312,20,매산2리앞
1000001757,228000238,234000311,20,매산3리
1000001757,228000238,234000309,20,대주2차아파트
1000001757,228000238,234000308,20,매산리공수부대앞
1000001757,228000238,234000307,20,매곡초교앞
1000001757,228000238,234000306,20,롯데칠성앞
1000001757,228000238,234000305,20,양벌초등학교
1000001757,228000238,234000304,20,쌍용아파트
1000001757,228000238,234000303,20,양벌3리
1000001757,228000238,234000302,20,현대주유소앞
1000001757,228000238,234000522,20,삼성빌라앞
1000001757,228000238,234000324,20,경인중학교
1000001757,228000238,234000323,20,역1동
1000001757,228000238,234000322,20,광주중앙고앞
1000001757,228000238,234000269,20,축협앞
1000001757,228000238,234000965,20,구버스터미널
1000001757,228000238,234000270,20,역동사거리
1000001757,228000238,234000321,20,역1통
1000001757,228000238,234000320,20,광주중앙고입구
1000001757,228000238,234000319,20,역동
1000001757,228000238,234000318,20,장지사거리앞
1000001757,228000238,234000295,20,삼성빌라앞
1000001757,228000238,234000294,20,양벌삼거리
1000001757,228000238,234000293,20,새마을상회앞
1000001757,228000238,234000292,20,쌍용아파트앞
1000001757,228000238,234000291,20,양벌2리
1000001757,228000238,234000290,20,롯데칠성앞
1000001757,228000238,234000289,20,매곡초교앞
1000001757,228000238,234000288,20,특전교육단후문
1000001757,228000238,234000287,20,고목나무앞
1000001757,228000238,234000286,20,매산3리
1000001757,228000238,234000285,20,매산2리앞
1000001757,228000238,228000344,20,독산마을
1000001757,228000238,228000343,20,모산마을
1000001757,228000238,228000342,20,장진평
1000001757,228000238,228000341,20,모현면
1000001757,228000238,228000340,20,왕산초등학교
1000001757,228000238,228000339,20,모현면사무소
1000001757,228000238,228000338,20,갈담(파담)
1000001757,228000238,228000337,20,갈담리
1000001757,228000238,228000336,20,모현면(초부리)
1000001757,228000238,228000335,20,초현
1000001757,228000238,228000334,20,삼계리
1000001757,228000238,228000333,20,도사마을
1000001757,228000238,228000332,20,재원아파트
1000001757,228000238,228000331,20,우체국앞
1000001757,228000238,228000330,20,농협앞
1000001757,228000238,228001366,20,포곡동주민세터
1000001757,228000238,228001157,20,대륙앞
1000001757,228000238,228001155,20,55사단앞
1000001757,228000238,228001153,20,둔전
1000001757,228000238,228001740,20,둔전농협앞
1000001757,228000238,228001151,20,신원아파트
1000001757,228000238,228000329,20,인정멜로디아파트
1000001757,228000238,228000328,20,수포교
1000001757,228000238,228000327,20,화원앞
1000001757,228000238,228000326,20,방축동
1000001757,228000238,228000325,20,버드실입구
1000001757,228000238,228000324,20,유림동주민센터
1000001757,228000238,228000323,20,무수막
1000001757,228000238,228000322,20,해동산업앞
1000001757,228000238,228000321,20,술막다리
1000001757,228000238,228000197,20,용인터미널
1000000000,222000004,222000920,202,차고지
1000000000,222000004,222000129,202,양지아파트
1000000000,222000004,222000128,202,양지마을입구
1000000000,222000004,222000127,202,양지편마을입구
1000000000,222000004,222000522,202,양지1리마을회관
1000000000,222000004,222000521,202,극동.성호아파트
1000000000,222000004,222000520,202,청구아파트앞
1000000000,222000004,222000519,202,여우내부락
1000000000,222000004,222000518,202,오남읍사무소입구.삼신아파트.오남중학교
1000000000,222000004,222000517,202,두산아파트.오남소방서
1000000000,222000004,222000516,202,보영아파트앞.오남가구단지
1000000000,222000004,222000515,202,한국.롯데아파트
1000000000,222000004,222000514,202,성도아파트
1000000000,222000004,222000513,202,오남초등학교
1000000000,222000004,222000512,202,동부아파트.팔현리입구
1000000000,222000004,222000511,202,진주아파트
1000000000,222000004,222000510,202,일신건영.파라다이스빌앞
1000000000,222000004,222000509,202,대한아파트
1000000000,222000004,222000508,202,한신1차.플러스빌아파트.어람초등학교
1000000000,222000004,222000507,202,한신2차.신일아파트.어내미마을
1000000000,222000004,222001063,202,신우아파트
1000000000,222000004,222000506,202,금호어울림아파트.남양주장례예식장
1000000000,222000004,222000505,202,독정리
1000000000,222000004,222000504,202,진건고등학교.경남빌라
1000000000,222000004,222000503,202,노인회관앞
1000000000,222000004,222000502,202,하독정리입구.교통안전공단
1000000000,222000004,222000501,202,훈련장입구
1000000000,222000004,222000500,202,별마을
1000000000,222000004,222000631,202,지세마을
1000000000,222000004,222000675,202,한신.세아아파트
1000000000,222000004,222000498,202,용정사거리.진건읍사무소.진건초등학교
1000000000,222000004,222000497,202,진건농협.진건중학교
1000000000,222000004,222000496,202,사능역.진건지구대
1000000000,222000004,222000632,202,먹골
1000000000,222000004,222000289,202,법골
1000000000,222000004,222000288,202,진관사거리
1000000000,222000004,222000287,202,진관교앞
1000000000,222000004,222000286,202,부대앞.쌍용예가아파트
1000000000,222000004,222000285,202,퇴계원면사무소
1000000000,222000004,222000284,202,퇴계원역
1000000000,222000004,222000283,202,풍양출장소.퇴계원사거리
1000000000,222000004,221000138,202,퇴계원다리
1000000000,222000004,221000137,202,사노리나들목
1000000000,222000004,221000136,202,양지마을
1000000000,222000004,221000135,202,언제마을
1000000000,222000004,221000134,202,사노리안마을
1000000000,222000004,221000133,202,사노동.구리시립묘지
1000000000,222000004,221000132,202,돌무들
1000000000,222000004,221000131,202,샛말
1000000000,222000004,221000130,202,동창도.한진그랑빌아파트.인창어울림아파트
1000000000,222000004,221000129,202,시립동구어린이집
1000000000,222000004,221000128,202,동구릉
1000000000,222000004,221000151,202,건영아파트
1000000000,222000004,221000150,202,현대아파트.최촌마을
1000000000,222000004,221000149,202,배탈고개.일신건영아파트
1000000000,222000004,221000148,202,인창동사무소.성림스포츠.대림아파트
1000000000,222000004,221000147,202,교문사거리.인창초등학교
1000001472,222000015,222000529,73,진접지구대앞
1000002053,215000012,235000161,53-1,덕정사거리
1000002053,215000012,235000160,53-1,용암2리
1000002053,215000012,235000038,53-1,사귀부대앞
1000002053,215000012,235000701,53-1,봉양1통
1000002053,215000012,215000013,53-1,송내삼거리
1000002053,215000012,215000155,53-1,아차노리입구
1000002053,215000012,215000012,53-1,소내상회앞
1000002053,215000012,215000011,53-1,송내주공5단지.송내광장
1000002053,215000012,215000010,53-1,송내주공5단지
1000002053,215000012,215000146,53-1,송내주공4단지
1000002053,215000012,215000169,53-1,송내주공2단지
1000002053,215000012,215000168,53-1,지행역
1000002053,215000012,215000036,53-1,현대아파트
1000002053,215000012,215000035,53-1,대원빌라
1000002053,215000012,215000088,53-1,생골사거리
1000002053,215000012,215000087,53-1,동두천중앙역
1000002053,215000012,215000004,53-1,큰시장앞
1000002053,215000012,215000003,53-1,구버스터미널앞
1000002053,215000012,215000002,53-1,서울병원사거리.중앙시장
1000002053,215000012,215000001,53-1,문화극장앞
1000000000,222000004,222001062,202,신우아파트
